TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR)
T17364,C7014290,30-12-1985,M,KANGRA,31421.29,26-09-2016,140237,1915.87
T17365,C7633086,22-09-1987,M,BELGAUM,14413.62,26-09-2016,140300,670
T17366,C1328380,nan,M,SAHNEWAL,724.48,26-09-2016,141347,17000
T17367,C4220580,1/1/1800,M,KALYAN STN RD KALYAN W KALYAN,288641.88,26-09-2016,161958,1699
T17368,C2630465,25-01-1992,M,SYDNEY,3686.42,26-09-2016,161958,3435.71
T17369,C2815289,27-09-1993,M,COIMBATORE,18731.12,26-09-2016,155319,29
T17370,C3538037,18-08-1983,M,KALYANI NAGAR VADAGAON SHERI PUNE,23225.94,26-09-2016,172626,210
T17371,C9023356,04-10-1954,M,GREATER NOIDA,20770.16,26-09-2016,165119,1120
T17372,C6225779,04-05-1983,M,PRATAPGARH,260.19,26-09-2016,165138,3517.25
T17373,C3613068,23-06-1990,M,PUNE,146.39,26-09-2016,35539,33
T17374,C7241118,20-10-1990,M,CHENNAI,1172.14,26-09-2016,162812,171
T17375,C3317931,18-12-1979,M,HYDERABAD,42325.08,26-09-2016,162754,2676.85
T17376,C2816754,04-03-1970,M,THANE,73013.51,26-09-2016,135952,950
T17377,C6132820,05-01-1977,M,ANDHERI (W) MUMBAI,3534.98,26-09-2016,140236,2500
T17378,C2141488,02-02-1988,M,MUMBAI,2675.83,26-09-2016,160604,96
T17379,C2015376,25-04-1995,M,VAPI,172.8,26-09-2016,62832,120
T17380,C8628115,01-06-1976,F,BANGALORE,22225.14,26-09-2016,163205,200
T17381,C4897977,18-06-1952,M,KARNAL,56119.05,26-09-2016,162344,200
T17382,C8713027,23-06-1990,M,PUNE,146.39,26-09-2016,35648,33
T17383,C8126112,14-11-1991,M,JAIPUR,2762.42,26-09-2016,162649,185
T17384,C2590986,18-10-1980,M,NEW DELHI,20796.14,26-09-2016,164754,300
T17385,C7940848,17-01-1984,M,NEW DELHI,817.46,26-09-2016,163145,110
T17386,C4126176,09-01-1984,M,DELHI,4060.26,26-09-2016,163342,637
T17387,C5633675,10-11-1993,F,GURGAON,3221.63,26-09-2016,162734,2658
T17388,C1142625,16-03-1991,M,GURGAON,17741.08,26-09-2016,130202,474
T17389,C3417092,21-09-1987,F,LUDHIANA,67093.8,26-09-2016,124941,563
T17390,C7610768,19-09-1984,M,BANGALORE,5055.73,26-09-2016,152015,500
T17391,C3813278,11-10-1995,F,PATHANKOT,3236.03,26-09-2016,152114,100
T17392,C9039760,22-02-1994,F,WARANGAL,23010.63,26-09-2016,152206,233
T17393,C2239979,17-05-1985,F,BANGALORE,376.94,26-09-2016,150636,678
T17394,C2340783,18-08-1997,M,JAIPUR,1973.05,26-09-2016,150638,50
T17395,C2541283,06-07-1986,M,DOABA,15552.51,26-09-2016,150843,147
T17396,C1011441,20-07-1976,M,GANDHINAGAR,565.61,26-09-2016,153439,600
T17397,C8838471,09-01-1987,M,NAVI MUMBAI,18648.8,26-09-2016,151219,366
T17398,C5118138,30-08-1987,F,GUWAHATI,8716.72,26-09-2016,145513,1489
T17399,C6410662,12-09-1959,M,MOHALI,1016385.26,26-09-2016,145321,50
T17400,C1626449,03-08-1989,M,DELHI,31582.4,26-09-2016,151540,1087
T17401,C8514946,21-08-1979,F,NEW DELHI,20796.05,26-09-2016,130254,600
T17402,C1016964,28-01-1989,M,KOLKATA,17235.79,26-09-2016,130352,222
T17403,C6779411,1/1/1800,F,MUMBAI,582.72,26-09-2016,145555,3000
T17404,C1328387,nan,M,SAHNEWAL,724.48,26-09-2016,145606,8000
T17405,C1112130,23-05-1983,M,NEW DELHI,1264.39,26-09-2016,145927,359
T17406,C4339712,07-10-1944,M,BELGAVI,145554.25,26-09-2016,145939,179
T17407,C9039885,14-06-1970,F,PUNE,72695.81,26-09-2016,150010,677.68
T17408,C3739386,04-09-1988,F,CHANDIGARH,28825.98,26-09-2016,145643,500
T17409,C7814720,10-04-1990,M,AMRITSAR,14129.72,26-09-2016,143935,500
T17410,C4214112,25-11-1988,M,NEW DELHI,6.73,26-09-2016,143914,44
T17411,C6515468,12-10-1993,M,MUZZAFFAR NAGAR,3249.04,26-09-2016,124304,100
T17412,C3238322,03-11-1987,M,UNIVERSITY NEW DELHI,215.05,26-09-2016,121916,1000
T17413,C2528439,25-08-1984,M,RAJKOT,69740.93,26-09-2016,151231,100
T17414,C6629157,23-09-1987,M,MEERUT,10277.23,26-09-2016,150909,300
T17415,C8748941,23-07-1976,M,NOIDA,20294.74,26-09-2016,151511,720
T17416,C5374339,16-11-1978,F,PUNE,60937.86,26-09-2016,150235,200
T17417,C3735269,10-02-1981,M,DELHI,46.55,26-09-2016,150358,147
T17418,C4697380,28-09-1987,M,MOHALI,3705410.43,26-09-2016,150400,1055
T17419,C3523247,02-03-1986,M,MUMBAI,18483.61,26-09-2016,150507,2108.96
T17420,C8820650,07-05-1971,M,BANGALORE,78409.58,26-09-2016,150549,819.38
T17421,C6864388,08-11-1987,M,ERNAKULAM,13636.92,26-09-2016,150553,1000
T17422,C7311650,16-08-1976,M,DELHI,110459.07,26-09-2016,151709,2368.71
T17423,C3028522,26-03-1993,M,NOIDA,2871.16,26-09-2016,145723,100
T17424,C7822815,10-02-1953,F,DEHRADUN,345.9,26-09-2016,143422,198.7
T17425,C2515570,1/1/1800,F,CHENNAI,2284897.59,26-09-2016,130429,363.08
T17426,C2430416,11-09-1987,M,INDORE,5058.61,26-09-2016,143736,110
T17427,C5526712,29-09-1989,M,PATIALA,26838.41,26-09-2016,144017,546
T17428,C4241978,16-12-1990,M,BANGALORE,5845.71,26-09-2016,144108,2
T17429,C4297255,15-09-1991,M,NAVI MUMBAI,4892.84,26-09-2016,142600,1228
T17430,C4134346,1/1/1800,M,GURGAON,16324.71,26-09-2016,142835,1100
T17431,C3499981,20-05-1995,M,JAIPUR,7232.93,26-09-2016,191331,30
T17432,C8613345,25-11-1990,F,THANE,3853.29,26-09-2016,192338,100
T17433,C6418681,30-06-1975,F,DELHI,1165515.3,26-09-2016,192245,1400
T17434,C2489081,09-09-1992,M,MITHAKHALI ELLISBRIDGE AHMEDABAD,361.59,26-09-2016,192315,50
T17435,C1120454,09-05-1985,M,HYDERABAD,23878.39,26-09-2016,192505,20
T17436,C6520461,01-08-1979,M,NAVI MUMBAI,7989.52,26-09-2016,192718,139
T17437,C1938316,04-06-1998,M,PALAKKAD,111308.67,26-09-2016,193253,300
T17438,C5618592,20-12-1980,M,MALOUT,1803.63,26-09-2016,191643,50
T17439,C6011849,06-01-1994,F,GURGAON,40934.81,26-09-2016,192203,270
T17440,C6728688,10-11-1989,M,KHARAR,6421.05,26-09-2016,173220,1000
T17441,C7230769,07-05-1985,M,LUCKNOW,88358.86,26-09-2016,173533,75
T17442,C7240519,1/1/1800,M,MORE MKT VISAKHAPATNAM,9397.87,26-09-2016,173254,130
T17443,C8337751,24-08-1983,M,FARIDABAD,24530.58,26-09-2016,173423,179
T17444,C4411566,21-05-1988,F,NEW DELHI,64474.02,26-09-2016,192133,999
T17445,C4488137,06-10-1980,M,GHAZIABAD,69613.68,26-09-2016,192911,1000
T17446,C5595822,06-04-1992,M,DELHI,284.48,26-09-2016,192338,50
T17447,C6118932,21-10-1984,M,PANCHKULA,834067.94,26-09-2016,191209,1000
T17448,C7510125,27-04-1988,F,MUMBAI,13315.44,26-09-2016,192543,7990
T17449,C6126570,04-02-1990,M,GURGAON,16796.29,26-09-2016,192546,159
T17450,C1288832,21-01-1987,F,GURGAON,146045.39,26-09-2016,192737,240
T17451,C7740630,15-08-1971,M,NAVI MUMBAI,823.94,26-09-2016,192738,2890.25
T17452,C2027245,19-12-1985,M,BENGALURU,1107.27,26-09-2016,173523,168
T17453,C1733953,04-05-1992,F,MUMBAI,13417.64,26-09-2016,191922,437.7
T17454,C1225884,11-10-1986,M,GANDHI NAGAR,395732.26,26-09-2016,194936,150
T17455,C1845978,14-02-1978,F,MUMBAI,4714.91,26-09-2016,191416,110
T17456,C6014582,13-07-1980,M,PUNE,101926.24,26-09-2016,191619,350
T17457,C2021824,19-01-1988,M,GHAZIABAD,1971.26,26-09-2016,191807,109
T17458,C3218592,20-12-1980,M,MALOUT,1803.63,26-09-2016,192036,40
T17459,C8038234,06-03-1986,M,NADIAD,47768.56,26-09-2016,192239,143.77
T17460,C3239164,11-12-1972,M,MUMBAI,39686.51,26-09-2016,172325,227.34
T17461,C7163574,01-01-1964,F,REWARI,58188.83,26-09-2016,195114,4775
T17462,C7820132,04-06-1982,F,DELHI,17776.85,26-09-2016,193603,500
T17463,C2834769,13-03-1988,F,BENCHMARK KOLKATA,126.14,26-09-2016,192401,200
T17464,C4634514,18-09-1980,F,BANGALORE,737268.83,26-09-2016,191244,435
T17465,C4323448,16-06-1983,M,DASUYA,9021.44,26-09-2016,191238,25235
T17466,C8232519,08-07-1976,M,KOLKATA,39353.75,26-09-2016,191438,565
T17467,C4633943,16-11-1982,F,THANE,1605460.12,26-09-2016,191802,1838
T17468,C1817639,10-10-1986,M,BARMER,13046.5,26-09-2016,192007,460
T17469,C8317382,18-09-1993,M,BERHAMPUR,15795.85,26-09-2016,192313,200
T17470,C8627116,01-11-1957,F,NEW DELHI,180579.69,26-09-2016,192155,570
T17471,C3730649,29-01-1997,F,WEST MUMBAI,39.3,26-09-2016,192216,180
T17472,C8239722,07-02-1994,M,NEW DELHI,10546.67,26-09-2016,192624,40
T17473,C1316842,10-06-1997,M,LUCKNOW,25265.5,26-09-2016,193408,500
T17474,C2738680,08-05-1993,F,GURGAON,24798.19,26-09-2016,195127,670
T17475,C3110838,19-03-1966,F,ERNAKULAM,360.7,26-09-2016,193219,305
T17476,C5514615,06-03-1992,M,NOIDA,24563.99,26-09-2016,181513,114
T17477,C1813490,30-07-1975,M,CHENNAI,51223.27,26-09-2016,182657,190
T17478,C2025840,19-03-1994,M,DELHI,75387.55,26-09-2016,192409,580
T17479,C7221854,18-11-1997,M,DOMBIVLI THANE,3174.54,26-09-2016,194756,1000
T17480,C8877611,1/1/1800,M,KALYAN,20963.27,26-09-2016,193910,899
T17481,C7245562,08-06-1994,F,KHAJURAHO,17624.39,26-09-2016,194846,50
T17482,C7626618,01-06-1988,M,GHAZIABAD,48976.86,26-09-2016,200938,1250
T17483,C6817233,04-02-1995,M,DELHI,19375.59,26-09-2016,182937,5110
T17484,C1027873,15-08-1988,M,RANGA REDDY,1263.91,26-09-2016,195008,76
T17485,C5419580,1/1/1800,M,NR NILESH SUPER MARKET NASHIK,17442.22,26-09-2016,194850,152
T17486,C7442934,01-07-1974,M,BANGALORE,21324.68,26-09-2016,193616,442
T17487,C1440867,03-08-1973,M,PATNA,249294.97,26-09-2016,194118,1580
T17488,C5634141,29-12-1981,M,NEW DELHI,40406.5,26-09-2016,194059,863
T17489,C4221065,03-12-1981,M,MUMBAI,20917.29,26-09-2016,200509,835
T17490,C4717921,12-09-1984,F,NEW DELHI,5316.91,26-09-2016,200511,1000
T17491,C5220136,02-06-1988,F,GURGAON,2334.66,26-09-2016,200520,259
T17492,C3012344,06-03-1988,M,AMRITSAR,32785.84,26-09-2016,200725,588.06
T17493,C7727431,04-07-1977,F,PUNE,4283.17,26-09-2016,182943,419
T17494,C5434182,29-01-1982,M,GURGAON,29850.3,26-09-2016,183043,200
T17495,C7553335,31-05-1988,M,IDUKKI,57.3,26-09-2016,183045,3657
T17496,C3917936,10-08-1982,F,JAMMU,212423.42,26-09-2016,175129,2443
T17497,C7120927,18-12-1994,F,GUWAHATI,9744.63,26-09-2016,194810,1955
T17498,C6438016,25-08-1992,F,MUMBAI,13032.19,26-09-2016,193702,297
T17499,C4271066,22-01-1957,F,NAGPUR NAGPUR,0,26-09-2016,194509,1000
T17500,C1726380,25-07-1995,M,SHAHBAD,21893.92,26-09-2016,194720,100.85
T17501,C5553972,1/1/1800,M,CHENNAI,175542.08,26-09-2016,145231,1215
T17502,C8331928,05-06-1988,M,BANGALORE,145426.63,26-09-2016,145310,16830
T17503,C3329931,13-09-1990,M,NEW DELHI,5804.3,26-09-2016,144636,631
T17504,C3411135,13-07-1993,F,GARHWA,2038.76,26-09-2016,130855,30
T17505,C5541785,26-04-1989,M,KOLKATA,1344.25,26-09-2016,145318,756
T17506,C5528166,1/1/1800,M,AMBALA CANTT,102204.43,26-09-2016,144344,769
T17507,C4328077,02-05-1979,M,BEGUMPET HYDERABAD,69627.91,26-09-2016,144511,580
T17508,C4436542,05-11-1996,F,MUMBAI,54297.91,26-09-2016,143738,150
T17509,C3419415,18-02-1976,M,NEW DELHI,3184319.41,26-09-2016,144052,1699
T17510,C7038387,04-01-1995,M,AMBALA CITY,529567.21,26-09-2016,142644,10000
T17511,C6318164,21-02-1979,M,RAIPUR,3082.9,26-09-2016,142926,25
T17512,C6415159,08-06-1983,M,DEESA,86552.91,26-09-2016,143251,40
T17513,C4091629,22-09-1987,F,NEAR HUSKUR GATE BANGALORE,54145.89,26-09-2016,143306,2404
T17514,C3227755,29-04-1984,M,KOCHI,145396.9,26-09-2016,143507,631
T17515,C6939245,15-10-1991,M,ROAD BANGALORE,46106.55,26-09-2016,131127,80
T17516,C5058920,20-05-1974,M,RAIGADH,168855.38,26-09-2016,145327,387
T17517,C7635822,02-07-1993,M,DELHI,49568.27,26-09-2016,143843,170
T17518,C7518748,28-10-1982,F,GURGAON,49811.36,26-09-2016,143923,1000
T17519,C2010646,07-11-1974,F,KOLKATA,38980.55,26-09-2016,143557,750
T17520,C2545885,02-11-1974,M,CHENNAI,85.97,26-09-2016,143645,204
T17521,C3323748,14-08-1957,M,PEN,70288.43,26-09-2016,142915,191.8
T17522,C2435815,12-06-1982,M,SEHORE,68215.47,26-09-2016,154616,4420
T17523,C2997282,29-09-1994,F,MUMBAI,6696.99,26-09-2016,123805,700
T17524,C2620811,07-03-1989,F,MUMBAI,101432.81,26-09-2016,122754,11100
T17525,C2914736,10-01-1964,M,JALANDHAR,2796.38,26-09-2016,144125,334
T17526,C1827852,09-11-1976,F,BANGALORE,73561.04,26-09-2016,144135,1000
T17527,C3962165,12-06-1980,M,MOHALI,243285.24,26-09-2016,144135,9816
T17528,C7140146,04-08-1992,M,DELHI,49016.89,26-09-2016,144658,297
T17529,C2468880,12-08-1992,M,SONIPAT,12277.62,26-09-2016,143830,295
T17530,C2127187,25-09-1980,M,BANGALORE,213474.52,26-09-2016,144108,42196
T17531,C8925363,1/1/1800,M,KOLKATA,157333.33,26-09-2016,142557,87653
T17532,C1332084,18-03-1979,M,CHENNAI,34414.67,26-09-2016,143209,460
T17533,C8942267,11-04-1983,M,CHENNAI,16010.51,26-09-2016,123451,392
T17534,C3823478,16-11-1979,M,DUBAI,1361598.55,26-09-2016,123612,25
T17535,C4937874,24-08-1974,M,SECUNDERABAD,3504.02,26-09-2016,123615,149
T17536,C7937482,10-07-1974,M,FARIDABAD,19657.36,26-09-2016,124634,9563.19
T17537,C7898235,18-05-1981,F,KOLKATA,8556674.79,26-09-2016,143504,230
T17538,C5446429,29-03-1992,F,KAPURTHALA,5012.05,26-09-2016,143815,20
T17539,C5923720,03-08-1980,M,NEW DELHI,71482.35,26-09-2016,143907,795
T17540,C8413942,08-07-1991,F,DELHI,39913.17,26-09-2016,142654,440
T17541,C7414758,29-12-1985,M,GURGAON,29455.88,26-09-2016,142825,4080
T17542,C7828027,06-09-1983,F,NEW DELHI,29001.32,26-09-2016,150016,500
T17543,C6090887,11-08-1989,F,NEW DELHI,56926.19,26-09-2016,150119,50
T17544,C2313082,30-09-1989,M,GURGAON,427.98,26-09-2016,150944,1000
T17545,C5323543,04-05-1988,M,BANGALORE,268.84,26-09-2016,123835,120
T17546,C8837857,16-03-1996,M,FARIDABAD,24120.49,26-09-2016,123846,375
T17547,C7467342,10-01-1987,M,LUDHIANA,262.84,26-09-2016,123715,50
T17548,C6421066,15-04-1976,M,PUNE,2346.69,26-09-2016,124008,1500
T17549,C2186554,15-07-1987,F,MUMBAI MUMBAI,85086.36,26-09-2016,125438,700
T17550,C8921585,25-04-1990,F,LUDHIANA,19164.68,26-09-2016,143641,167
T17551,C4614229,29-08-1993,F,PANCHKULA,385.75,26-09-2016,50645,60
T17552,C5818439,12-09-1969,M,GUWAHATI,297.65,26-09-2016,142521,884.08
T17553,C2412469,03-04-1993,M,DHANBAD,1728.56,26-09-2016,142756,270
T17554,C8920635,1/1/1800,M,NASHIK,8796.97,26-09-2016,142849,110
T17555,C2988050,18-08-1994,M,DELHI,124632.61,26-09-2016,151926,810
T17556,C8717750,27-02-1972,M,PUNE,56579.85,26-09-2016,145424,150
T17557,C6412055,16-01-1989,M,RUDRAPUR,20020.44,26-09-2016,150031,48
T17558,C6221950,21-12-1959,M,VISAKHAPATNAM,36093.31,26-09-2016,152233,970
T17559,C2835564,12-02-1976,M,GURGAON,90496.58,26-09-2016,150850,4538
T17560,C2031861,1/1/1800,M,GURGAON,1186.65,26-09-2016,150852,300
T17561,C3523153,1/1/1800,M,GUJARAT UDWADA,35246.44,26-09-2016,53853,0
T17562,C6222452,18-05-1985,M,HYDERABAD,13806.62,26-09-2016,150134,1100
T17563,C6518174,1/1/1800,M,DELHI,201878.99,26-09-2016,135107,805
T17564,C3912660,16-04-1987,M,THANE,46656.72,26-09-2016,150238,1354
T17565,C7928535,26-03-1993,M,NOIDA,2871.16,26-09-2016,150323,128
T17566,C7519347,01-05-1987,M,GURGAON,148855.13,26-09-2016,150329,6326
T17567,C2719086,16-02-1994,F,CHITTO0R,7594.85,26-09-2016,150759,500
T17568,C7314324,16-05-1993,F,VISAKHAPATNAM,2485.09,26-09-2016,151703,699
T17569,C8136916,12-11-1988,M,GURGAON,70029.7,26-09-2016,153750,2800
T17570,C5326852,09-10-1990,F,HOWRAH,126795.22,26-09-2016,154603,100
T17571,C8234367,06-05-1985,M,MUMBAI,5613.7,26-09-2016,31855,2290.86
T17572,C2923534,05-04-1991,M,MUMBAI,259.46,26-09-2016,154001,100
T17573,C2538492,01-06-1991,M,NAVI MUMBAI,2049.31,26-09-2016,135613,200
T17574,C7127690,01-03-1993,F,LUCKNOW,1457.47,26-09-2016,135709,30
T17575,C7924454,06-08-1987,M,MUMBAI,17921.92,26-09-2016,133937,50
T17576,C8134827,03-06-1992,M,HAMIRPUR,1129.73,26-09-2016,131634,30
T17577,C6723833,25-07-1971,M,MUMBAI,37448.21,26-09-2016,152600,153
T17578,C6329844,15-11-1962,M,UNA,48149.39,26-09-2016,152525,210
T17579,C1413084,21-01-1989,M,DEHRADUN,150970.81,26-09-2016,152604,2000
T17580,C1763060,20-03-1984,F,AURANGABAD,724.89,26-09-2016,150050,10000
T17581,C3725783,1/1/1800,M,CHENNAI,22812.79,26-09-2016,153822,1007.16
T17582,C5410217,21-07-1995,M,MUMBAI,29062.59,26-09-2016,131012,111
T17583,C2935343,22-12-1993,M,DELHI,36599.72,26-09-2016,131121,720
T17584,C1831388,17-02-1989,M,BADLAPUR,2128.77,26-09-2016,131220,50
T17585,C1112965,1/1/1800,M,MUMBAI,10122,26-09-2016,131238,203
T17586,C3423090,18-12-1993,M,AHMEDNAGAR,10560.83,26-09-2016,131400,60
T17587,C3132373,30-09-1991,F,MUMBAI,54152.46,26-09-2016,152043,1099
T17588,C6640181,01-06-1982,M,MUMBAI,201335.84,26-09-2016,152132,4200
T17589,C7523892,21-06-1993,M,PUNE,34049.37,26-09-2016,145638,437
T17590,C5296545,27-01-1990,M,MUMBAI,306802.27,26-09-2016,153550,1091
T17591,C2319871,05-11-1993,M,MYSORE,8291.35,26-09-2016,154919,100
T17592,C4311783,30-06-1971,M,NOIDA,49068.26,26-09-2016,154921,200
T17593,C1613155,03-07-1976,F,BANGALORE,51114.39,26-09-2016,155243,1795
T17594,C6134364,01-07-1960,M,NEW DELHI,36093.3,26-09-2016,182801,420
T17595,C5312753,30-04-1987,M,MUMBAI,43286.37,26-09-2016,182351,300
T17596,C3915690,03-01-1989,M,NOIDA,22059.32,26-09-2016,181027,1000
T17597,C5854178,25-09-1988,M,MEERUT,2773.65,26-09-2016,181123,964
T17598,C6340315,1/1/1800,M,NEW DELHI,31584.64,26-09-2016,195958,1930
T17599,C7421184,20-06-1985,F,DELHI,78451.29,26-09-2016,195226,1140.24
T17600,C7714434,17-02-1983,M,MOHALI,4635.48,26-09-2016,195306,1888.01
T17601,C7425912,05-11-1993,M,ERNAKULAM,2380.79,26-09-2016,195316,20
T17602,C3020735,12-12-1950,M,GURGAON,4893.26,26-09-2016,193640,1900
T17603,C7010257,26-09-1993,M,ALIGARH,16014.21,26-09-2016,193821,262
T17604,C4081238,27-04-1985,F,GURGAON,47494.48,26-09-2016,201130,285
T17605,C7028138,25-08-1992,F,MUMBAI,15554.16,26-09-2016,201132,172
T17606,C2914354,04-06-1991,M,TRITOL,31305.39,26-09-2016,195256,110
T17607,C6762926,17-10-1969,M,THANE,74710.72,26-09-2016,203648,1300
T17608,C5928428,1/1/1800,M,NEW DELHI,418757.21,26-09-2016,181511,1000
T17609,C2836891,15-04-1969,M,KOTTAYAM,56423.16,26-09-2016,181533,1512.75
T17610,C3133778,03-07-1981,M,SURAT,299360.6,26-09-2016,184138,4360
T17611,C7235950,10-06-1987,M,SILIGURI,6375.41,26-09-2016,200327,168
T17612,C4839231,04-05-1969,M,MUMBAI,29335.89,26-09-2016,200759,703
T17613,C3510788,02-12-1980,M,NOIDA,14362.43,26-09-2016,200800,1042
T17614,C8919148,09-07-1984,F,MUMBAI,78361.94,26-09-2016,201016,1915
T17615,C4339012,13-05-1987,F,HYDERABAD,23544.64,26-09-2016,200948,1115
T17616,C1130248,30-09-1992,M,AURANGABAD AURANGABAD,178.28,26-09-2016,200824,191.89
T17617,C5929780,01-08-1984,M,PUNE,30045.56,26-09-2016,194025,100
T17618,C5556616,26-09-1976,M,MUMBAI,6130.93,26-09-2016,193620,278
T17619,C3716674,22-07-1973,F,MEERUT,3633.85,26-09-2016,193756,805
T17620,C7540045,08-01-1980,M,JAMSHEDPUR,964.23,26-09-2016,200634,102
T17621,C7743034,25-12-1991,F,GUWAHATI,29503.68,26-09-2016,200608,197
T17622,C3241666,05-01-1980,M,CHENNAI,31266.5,26-09-2016,201142,185.43
T17623,C6892564,04-01-1990,F,MUMBAI,100415.37,26-09-2016,182708,330
T17624,C7619842,29-09-1985,M,NEW DELHI,27544.76,26-09-2016,183002,1587
T17625,C5011567,14-03-1991,F,GURGAON,17214.13,26-09-2016,194953,10
T17626,C3989258,12-08-1984,F,NEW DELHI,18547.47,26-09-2016,101947,30
T17627,C5840541,09-07-1992,F,THIRUVALLUR,30793.8,26-09-2016,194314,69
T17628,C1725954,21-06-1981,M,MERCES,263958.49,26-09-2016,203209,3975
T17629,C7932720,22-07-1991,M,BANGALORE,24733.68,26-09-2016,202231,240
T17630,C4124048,05-07-1993,M,GURGAON,21053.64,26-09-2016,203428,160
T17631,C4235835,09-11-1985,M,DELHI,4312.81,26-09-2016,181335,200
T17632,C8422168,07-10-1984,F,SONIPAT,33700.98,26-09-2016,181540,200
T17633,C6415015,08-10-1992,F,NEW DELHI,369.15,26-09-2016,181548,152
T17634,C8319570,08-04-1992,M,SION (E) MUMBAI,20070.76,26-09-2016,182325,580
T17635,C6119025,06-05-1983,M,BHOPAL,1142.86,26-09-2016,181751,1000
T17636,C2123536,29-04-1992,M,NOIDA,78107.68,26-09-2016,194325,250
T17637,C4557180,24-03-1995,M,CHENNAI,29241.44,26-09-2016,193321,45
T17638,C8015238,06-07-1991,F,DELHI,5117.43,26-09-2016,193321,180
T17639,C6315257,08-09-1988,M,JAIPUR,174907.56,26-09-2016,200741,1000
T17640,C7533538,15-05-1988,M,GOREGAON WEST-MUMBAI,107161.73,26-09-2016,193848,1699
T17641,C7010542,03-06-1993,F,MUMBAI,10.33,26-09-2016,194136,252
T17642,C1239712,19-06-1987,M,NEW DELHI,1445469.19,26-09-2016,194242,560
T17643,C6756279,11-04-1973,M,KOLKATA,161266.23,26-09-2016,202451,326
T17644,C2038522,20-10-1989,M,VELLORE,781259.67,26-09-2016,202456,356
T17645,C2528919,1/1/1800,M,NEW DELHI,124450.83,26-09-2016,202503,500
T17646,C1235849,31-07-1989,M,JAIPUR,880.39,26-09-2016,181545,99
T17647,C2834448,29-12-1952,F,BANGALORE,384449.13,26-09-2016,181552,480
T17648,C5730983,11-04-1991,F,JEHANGIR HOSPITAL PUNE,30307.19,26-09-2016,181801,980
T17649,C4411613,07-07-1982,M,NOIDA,78175.21,26-09-2016,183726,494
T17650,C7120734,31-03-1986,F,GURGAON,27680.41,26-09-2016,183928,203
T17651,C4241235,21-06-1984,M,KANPUR,103609.8,26-09-2016,183928,9465
T17652,C8015116,30-09-1980,M,SONEPAT,54274.27,26-09-2016,193646,114
T17653,C5325960,10-06-1983,M,MUMBAI,47526.13,26-09-2016,194935,415
T17654,C8912992,14-08-1988,F,VADODARA,16406.64,26-09-2016,194449,4050
T17655,C4715513,25-01-1976,M,KOLKATA,6195.2,26-09-2016,194806,100.6
T17656,C1291162,02-11-1992,M,GARDEN CHOWK PIMPLE SAUDAGAR PUNE,4631.14,26-09-2016,193512,40
T17657,C6835977,26-08-1994,M,GURGAON,1412.15,26-09-2016,195808,337
T17658,C1718865,07-09-1981,M,NOIDA,32611.22,26-09-2016,203312,813
T17659,C7918475,01-01-1986,F,GURGAON,26594.62,26-09-2016,200936,350
T17660,C8298377,06-04-1990,M,HYDERABAD,34358.23,26-09-2016,201811,870
T17661,C2720446,24-09-1981,M,PATIALA,607.52,26-09-2016,190749,180
T17662,C1819925,05-10-1981,F,CHANDIGARH,31737.45,26-09-2016,193432,1535
T17663,C5242848,09-08-1988,F,PATIALA,17530.97,26-09-2016,193432,380
T17664,C3292326,01-04-1981,F,CHITTORGARH,12753,26-09-2016,193434,619
T17665,C7612124,25-03-1968,M,CHENNAI,454583.56,26-09-2016,193641,374
T17666,C5064363,31-12-1988,F,KANPUR,33779.17,26-09-2016,193640,2299
T17667,C2570721,10-05-1977,M,BANGALORE,52093.13,26-09-2016,203302,232
T17668,C7317843,18-05-1991,F,SAS NAGAR,409.21,26-09-2016,203423,500
T17669,C7736550,01-01-1980,M,HYDERABAD,14218.62,26-09-2016,193846,1380
T17670,C8713354,04-02-1992,F,MUMBAI,14124.04,26-09-2016,200909,30
T17671,C3015678,08-10-1984,M,JALANDHAR,2469.69,26-09-2016,200911,3928
T17672,C7733935,1/1/1800,M,PUNE,225162.12,26-09-2016,202927,1677
T17673,C8120362,15-05-1995,M,DELHI,1561.6,26-09-2016,200043,500
T17674,C5726446,24-12-1994,F,BANGALORE,2300.67,26-09-2016,200645,384.65
T17675,C3233742,26-04-1983,M,BLOCK KORAMANGALA BANGALORE,131409.25,26-09-2016,184647,749
T17676,C8735158,04-12-1991,M,TAL DIST PALGHAR,7471.79,26-09-2016,191035,549.81
T17677,C1111527,14-03-1991,F,GURGAON,17214.13,26-09-2016,195002,20
T17678,C7499219,15-02-1985,M,NOIDA,55903.06,26-09-2016,193507,180
T17679,C7842237,15-12-1988,M,KOLHAPUR,5846.26,26-09-2016,200957,249
T17680,C1018416,01-01-1987,M,JALANDHAR,8077.48,26-09-2016,201053,2000
T17681,C4418747,07-12-1990,M,NAVI MUMBAI,10459.46,26-09-2016,195347,275
T17682,C1411918,03-07-1989,M,GHAZIABAD,51572.53,26-09-2016,195807,110
T17683,C5126148,25-12-1990,M,BHARUCH,1222.59,26-09-2016,72807,14063
T17684,C6530740,15-07-1963,F,MUMBAI,7368.48,26-09-2016,200355,2086
T17685,C2432115,29-06-1992,M,DELHI,3386.25,26-09-2016,183950,100
T17686,C4121026,20-03-1993,M,MUMBAI,4317.66,26-09-2016,185500,30
